,Player,Age,Year,Pos,Cat_POS,Team,BaseSalary,SigningBonus,Cap Hit,Salary%,Conf,Division,Wins,Losses,Ties,Win %,Div_Rank,Scored,Allowed,Net,SOV,SOS,Playoff,Won Superbowl
7324,Clay Matthews Jr.,29,2015,OLB,Defense,GB,7600000,4100000,12700000,0.084,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
7325,Chris Long,30,2015,DE,Defense,LAR/STL,7000000,0,12500000,0.086,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
7326,Julio Jones,26,2015,WR,Offense,ATL,2500000,2400000,12400000,0.085,NFC,NFC South,8,8,0,0.5,2,339,345,-6,0.453125,0.480469,No,No
7327,Vincent Jackson,32,2015,WR,Offense,TB,9777777,0,12209777,0.084,NFC,NFC South,6,10,0,0.375,4,342,417,-75,0.40625,0.484375,No,No
7328,Richard Sherman,27,2015,CB,Defense,SEA,10000000,2200000,12200000,0.082,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
7329,Julius Peppers,35,2015,DE,Defense,GB,8500000,2500000,12000000,0.079,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
7330,Ryan Kalil,30,2015,C,Offense,CAR,5366000,3600000,11795000,0.079,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
7331,Johnathan Joseph,31,2015,CB,Defense,HOU,7000000,2500000,11750000,0.081,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
7332,Joe Haden,26,2015,CB,Defense,CLE,8300000,3200000,11700000,0.072,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
7333,D'Brickashaw Ferguson,32,2015,LT,Offense,NYJ,5950000,266666,11698666,0.075,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
7334,Vontae Davis,27,2015,CB,Defense,IND,4000000,1250000,11250000,0.074,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
7335,Larry Fitzgerald,32,2015,WR,Offense,ARI,1000000,4500000,10850000,0.073,NFC,NFC West,13,3,0,0.8125,1,489,313,176,0.456731,0.476562,Yes,No
7336,Branden Albert,31,2015,LT,Offense,MIA,9000000,1700000,10725000,0.07,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
7337,Trent Williams,27,2015,LT,Offense,WAS,4750000,2120000,10600388,0.072,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
7338,Ryan Clady,29,2015,LT,Offense,DEN,8500000,600000,10600000,0.071,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
7339,Cameron Wake,33,2015,DE,Defense,MIA,8950000,1400000,10450000,0.068,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
7340,Nick Mangold,31,2015,C,Offense,NYJ,4800000,3007100,10407100,0.067,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
7341,Julius Thomas,27,2015,TE,Offense,JAX,9000000,1200000,10300000,0.061,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
7342,Joe Thomas,31,2015,LT,Offense,CLE,8800000,1200000,10200000,0.063,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
7343,Eric Weddle,30,2015,FS,Defense,LAC/SD,7500000,2600000,10100000,0.071,AFC,AFC West,4,12,0,0.25,4,320,398,-78,0.328125,0.527344,No,No
7344,Brent Grimes,32,2015,CB,Defense,MIA,8475000,1500000,10000000,0.065,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
7345,Mike Wallace,29,2015,WR,Offense,MIN,9850000,0,9900000,0.066,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
7346,Von Miller,26,2015,OLB,Defense,DEN,9754000,0,9754000,0.065,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
7347,Pierre Garcon,29,2015,WR,Offense,WAS,7100000,2200000,9700000,0.066,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
7348,Andy Dalton,28,2015,QB,Offense,CIN,3000000,2400000,9600000,0.063,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
7349,Leon Hall,31,2015,CB,Defense,CIN,7700000,1800000,9600000,0.063,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
7350,Duane Brown,30,2015,LT,Offense,HOU,7000000,2500000,9500000,0.065,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
7351,Lawrence Timmons,29,2015,ILB,Defense,PIT,870000,2000000,9251250,0.064,AFC,AFC North,10,6,0,0.625,2,423,319,104,0.4625,0.503906,Yes,No
7352,Lardarius Webb,30,2015,CB,Defense,BAL,2250000,2000000,9250000,0.064,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
7353,DeSean Jackson,29,2015,WR,Offense,WAS,3750000,1250000,9250000,0.063,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
7354,Matt Forte,30,2015,RB,Offense,CHI,7050000,1000000,9200000,0.063,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
7355,Sam Shields,28,2015,CB,Defense,GB,2500000,3125000,9062500,0.06,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
7356,Jason Peters,33,2015,LT,Offense,PHI,7300000,1000000,9050000,0.057,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
7357,Geno Atkins,27,2015,DT,Defense,CIN,5700000,3000000,9000000,0.059,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
7358,Jared Odrick,28,2015,DE,Defense,JAX,4000000,0,9000000,0.053,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
7359,Brandon Marshall,31,2015,WR,Offense,NYJ,9000000,0,9000000,0.058,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
7360,Arian Foster,29,2015,RB,Offense,HOU,6000000,2300000,8706250,0.06,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
7361,Byron Maxwell,27,2015,CB,Defense,PHI,1000000,1200000,8700000,0.054,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
7362,DeMarcus Ware,33,2015,OLB,Defense,DEN,7000000,1666666,8666666,0.058,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
7363,Rob Gronkowski,26,2015,TE,Offense,NE,4750000,1650000,8650000,0.06,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
7364,Jason McCourty,28,2015,CB,Defense,TEN,6800000,1800000,8600000,0.056,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
7365,Jared Veldheer,28,2015,RT,Offense,ARI,6750000,1250000,8500000,0.057,NFC,NFC West,13,3,0,0.8125,1,489,313,176,0.456731,0.476562,Yes,No
7366,Haloti Ngata,31,2015,DT,Defense,DET,8500000,0,8500000,0.059,NFC,NFC North,7,9,0,0.4375,3,358,400,-42,0.428571,0.535156,No,No
7367,Marshawn Lynch,29,2015,RB,Offense,SEA,4500000,4000000,8500000,0.057,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
7368,Antonio Gates,35,2015,TE,Offense,LAC/SD,4511764,762500,8374264,0.059,AFC,AFC West,4,12,0,0.25,4,320,398,-78,0.328125,0.527344,No,No
7369,Eric Berry,27,2015,FS,Defense,KC,5155000,0,8357700,0.057,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
7370,Jared Cook,28,2015,TE,Offense,LAR/STL,7000000,1000000,8300441,0.057,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
7371,Jonathan Stewart,28,2015,RB,Offense,CAR,4250000,1800000,8300000,0.056,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
7372,Rodger Saffold,27,2015,G,Offense,LAR/STL,4250000,1000000,8250000,0.057,NFC,NFC West,7,9,0,0.4375,3,280,330,-50,0.482143,0.527344,No,No
7373,Everson Griffen,28,2015,DE,Defense,MIN,6900000,1200000,8200000,0.055,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
7374,Paul Kruger,29,2015,OLB,Defense,CLE,7000000,1200000,8200000,0.051,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
7375,Victor Cruz,29,2015,WR,Offense,NYG,6150000,1900000,8125000,0.057,NFC,NFC East,6,10,0,0.375,3,420,442,-22,0.395833,0.5,No,No
7376,Michael Griffin,30,2015,FS,Defense,TEN,6300000,1800000,8100000,0.053,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
7377,William Beatty,30,2015,LT,Offense,NYG,5500000,2500000,8050000,0.056,NFC,NFC East,6,10,0,0.375,3,420,442,-22,0.395833,0.5,No,No
7378,Jermon Bushrod,31,2015,G,Offense,CHI,5750000,2200000,8050000,0.056,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
7379,Dan Williams,28,2015,DT,Defense,LV/OAK,3850000,0,8000000,0.053,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
7380,Jermey Parnell,29,2015,RT,Offense,JAX,3000000,0,8000000,0.048,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
7381,Alex Mack,30,2015,C,Offense,CLE,8000000,0,8000000,0.05,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
7382,Michael Bennett,30,2015,DE,Defense,SEA,6000000,2000000,8000000,0.054,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
7383,Cliff Avril,29,2015,DE,Defense,SEA,7500000,500000,8000000,0.054,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
7384,Jimmy Graham,29,2015,TE,Offense,SEA,2900000,0,8000000,0.054,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
7385,Corey Liuget,25,2015,DT,Defense,LAC/SD,1000000,1500000,7977000,0.056,AFC,AFC West,4,12,0,0.25,4,320,398,-78,0.328125,0.527344,No,No
7386,Jamaal Charles,29,2015,RB,Offense,KC,4450000,0,7970835,0.055,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
7387,Brian Cushing,28,2015,ILB,Defense,HOU,4000000,1597500,7891250,0.054,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
7388,Marcell Dareus,26,2015,DT,Defense,BUF,2823530,5000000,7823530,0.054,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
7389,Reshad Jones,27,2015,SS,Defense,MIA,6760000,952942,7712942,0.05,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
7390,Eugene Monroe,28,2015,LT,Offense,BAL,5500000,2200000,7700000,0.053,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
7391,Navorro Bowman,27,2015,ILB,Defense,SF,4700000,1500000,7654000,0.051,NFC,NFC West,5,11,0,0.3125,4,238,387,-149,0.4625,0.539062,No,No
7392,Thomas Davis,32,2015,OLB,Defense,CAR,1000000,4400000,7650000,0.051,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
7393,Joe Staley,31,2015,LT,Offense,SF,4500000,0,7600000,0.051,NFC,NFC West,5,11,0,0.3125,4,238,387,-149,0.4625,0.539062,No,No
7394,T.J. Ward,29,2015,SS,Defense,DEN,3764705,1250000,7514705,0.05,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
7395,David Harris,31,2015,ILB,Defense,NYJ,7500000,0,7500000,0.048,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
7396,Andre Johnson,34,2015,WR,Offense,IND,3500000,0,7500000,0.049,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
7397,Robert Mathis,34,2015,OLB,Defense,IND,4000000,3470586,7470586,0.049,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
7398,Kareem Jackson,27,2015,CB,Defense,HOU,1000000,2250000,7453125,0.051,AFC,AFC South,9,7,0,0.5625,1,339,313,26,0.409722,0.496094,Yes,No
7399,Earl Thomas,26,2015,FS,Defense,SEA,5500000,1900000,7400000,0.05,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
7400,Elvis Dumervil,31,2015,OLB,Defense,BAL,5000000,1500000,7375000,0.051,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
7401,Carson Palmer,36,2015,QB,Offense,ARI,1000000,4000000,7375000,0.05,NFC,NFC West,13,3,0,0.8125,1,489,313,176,0.456731,0.476562,Yes,No
7402,Jason Pierre-Paul,26,2015,DE,Defense,NYG,1500000,0,7350000,0.051,NFC,NFC East,6,10,0,0.375,3,420,442,-22,0.395833,0.5,No,No
7403,John Sullivan,30,2015,C,Offense,MIN,5900000,1333333,7333333,0.049,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
7404,Russell Okung,27,2015,LT,Offense,SEA,4800000,280000,7280000,0.049,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
7405,Dominique Rodgers-Cromartie,29,2015,CB,Defense,NYG,4230000,2000000,7250000,0.051,NFC,NFC East,6,10,0,0.375,3,420,442,-22,0.395833,0.5,No,No
7406,Andrew Whitworth,34,2015,LT,Offense,CIN,5000000,2000000,7200000,0.047,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
7407,Rey Maualuga,28,2015,ILB,Defense,CIN,2150000,0,7137500,0.047,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
7408,Antonio Brown,27,2015,WR,Offense,PIT,1000000,1700000,7120833,0.049,AFC,AFC North,10,6,0,0.625,2,423,319,104,0.4625,0.503906,Yes,No
7409,Arthur Jones,29,2015,DT,Defense,IND,6000000,1100000,7100000,0.047,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
7410,Russell Wilson,27,2015,QB,Offense,SEA,700000,6354868,7054868,0.048,NFC,NFC West,10,6,0,0.625,2,423,277,146,0.43125,0.519531,Yes,No
7411,Andrew Luck,26,2015,QB,Offense,IND,3404727,3629636,7034363,0.046,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
7412,Sebastian Vollmer,31,2015,RT,Offense,NE,2250000,1750000,7020833,0.049,AFC,AFC East,12,4,0,0.75,1,465,315,150,0.447917,0.472656,Yes,No
7413,Logan Mankins,33,2015,G,Offense,TB,6750000,0,7000000,0.048,NFC,NFC South,6,10,0,0.375,4,342,417,-75,0.40625,0.484375,No,No
7414,Sean Smith,28,2015,CB,Defense,KC,3500000,2250000,7000000,0.048,AFC,AFC West,11,5,0,0.6875,2,405,287,118,0.431818,0.496094,Yes,No
7415,Nate Allen,28,2015,FS,Defense,LV/OAK,2900000,0,7000000,0.046,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
7416,Dez Bryant,27,2015,WR,Offense,DAL,3000000,4000000,7000000,0.047,NFC,NFC East,4,12,0,0.25,4,275,374,-99,0.4375,0.53125,No,No
7417,Jahri Evans,32,2015,G,Offense,NO,1003000,3800000,7000000,0.048,NFC,NFC South,7,9,0,0.4375,3,408,476,-68,0.401786,0.503906,No,No
7418,Mike Pouncey,26,2015,C,Offense,MIA,6000000,1000000,7000000,0.046,AFC,AFC East,6,10,0,0.375,4,310,389,-79,0.46875,0.46875,No,No
7419,Antonio Cromartie,31,2015,CB,Defense,NYJ,5000000,0,7000000,0.045,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
7420,Connor Barwin,29,2015,OLB,Defense,PHI,6400000,600000,7000000,0.044,NFC,NFC East,7,9,0,0.4375,2,377,430,-53,0.473214,0.507812,No,No
7421,Desmond Bryant,30,2015,DE,Defense,CLE,6000000,1000000,7000000,0.043,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
7422,Josh Sitton,29,2015,G,Offense,GB,5100000,1200000,7000000,0.046,NFC,NFC North,10,6,0,0.625,2,368,323,45,0.45,0.53125,Yes,No
7423,Lamarr Houston,28,2015,OLB,Defense,CHI,5950000,990000,6990000,0.048,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
7424,Marshal Yanda,31,2015,G,Offense,BAL,2231764,3800000,6981764,0.048,AFC,AFC North,5,11,0,0.3125,3,328,401,-73,0.425,0.507812,No,No
7425,Cortez Allen,27,2015,CB,Defense,PIT,2631000,1350000,6981000,0.049,AFC,AFC North,10,6,0,0.625,2,423,319,104,0.4625,0.503906,Yes,No
7426,Muhammad Wilkerson,26,2015,DE,Defense,NYJ,6969000,0,6969000,0.045,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
7427,Aqib Talib,29,2015,CB,Defense,DEN,5500000,1000000,6968750,0.046,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
7428,Trent Cole,33,2015,OLB,Defense,IND,2000000,1000000,6953125,0.046,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
7429,Kyle Williams,32,2015,DT,Defense,BUF,4500000,2450000,6950000,0.048,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
7430,Anquan Boldin,35,2015,WR,Offense,SF,5500000,909000,6909000,0.046,NFC,NFC West,5,11,0,0.3125,4,238,387,-149,0.4625,0.539062,No,No
7431,Prince Amukamara,26,2015,CB,Defense,NYG,6898000,0,6898000,0.048,NFC,NFC East,6,10,0,0.375,3,420,442,-22,0.395833,0.5,No,No
7432,Paul Posluszny,31,2015,OLB,Defense,JAX,3950000,2166666,6885416,0.041,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
7433,Anthony Castonzo,27,2015,LT,Offense,IND,4000000,2800000,6800000,0.045,AFC,AFC South,8,8,0,0.5,2,333,408,-75,0.40625,0.5,No,No
7434,Phillip Loadholt,29,2015,RT,Offense,MIN,4400000,1750000,6750000,0.045,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
7435,Donte Whitner,30,2015,SS,Defense,CLE,4500000,2250000,6750000,0.042,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
7436,Jurrell Casey,26,2015,DT,Defense,TEN,4500000,2120000,6720000,0.044,AFC,AFC South,3,13,0,0.1875,4,299,423,-124,0.375,0.492188,No,No
7437,Robert Griffin III,25,2015,QB,Offense,WAS,3269877,3449836,6719713,0.046,NFC,NFC East,9,7,0,0.5625,1,388,379,9,0.402778,0.464844,Yes,No
7438,Mike Iupati,28,2015,G,Offense,ARI,1500000,1200000,6700000,0.045,NFC,NFC West,13,3,0,0.8125,1,489,313,176,0.456731,0.476562,Yes,No
7439,Luke Kuechly,24,2015,ILB,Defense,CAR,1000000,5697018,6697018,0.045,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
7440,Pernell McPhee,27,2015,OLB,Defense,CHI,1000000,500000,6675000,0.046,NFC,NFC North,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,No,No
7441,Eric Wood,29,2015,C,Offense,BUF,4700000,1800000,6650000,0.046,AFC,AFC East,8,8,0,0.5,3,379,359,20,0.4375,0.507812,No,No
7442,Curtis Lofton,29,2015,ILB,Defense,LV/OAK,3000000,0,6500000,0.043,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
7443,Marques Colston,32,2015,WR,Offense,NO,1445000,2000000,6500000,0.045,NFC,NFC South,7,9,0,0.4375,3,408,476,-68,0.401786,0.503906,No,No
7444,Davon House,26,2015,CB,Defense,JAX,4500000,0,6500000,0.039,AFC,AFC South,5,11,0,0.3125,3,376,448,-72,0.375,0.472656,No,No
7445,Eric Decker,28,2015,WR,Offense,NYJ,5000000,1500000,6500000,0.042,AFC,AFC East,10,6,0,0.625,2,387,314,73,0.3875,0.441406,No,No
7446,Tramon Williams,32,2015,CB,Defense,CLE,3700000,500000,6500000,0.04,AFC,AFC North,3,13,0,0.1875,4,278,432,-154,0.270833,0.53125,No,No
7447,Kyle Rudolph,26,2015,TE,Offense,MIN,4900000,1300000,6440625,0.043,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
7448,Austin Howard,28,2015,RT,Offense,LV/OAK,4900000,1400000,6400000,0.042,AFC,AFC West,7,9,0,0.4375,3,359,399,-40,0.366071,0.511719,No,No
7449,Cameron Heyward,26,2015,DT,Defense,PIT,1000000,2400000,6400000,0.044,AFC,AFC North,10,6,0,0.625,2,423,319,104,0.4625,0.503906,Yes,No
7450,Andre Smith,28,2015,G,Offense,CIN,4600000,1000000,6362500,0.042,AFC,AFC North,12,4,0,0.75,1,419,279,140,0.40625,0.476562,Yes,No
7451,Greg Olsen,30,2015,TE,Offense,CAR,900000,3500000,6300000,0.042,NFC,NFC South,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,Yes,No
7452,Matt Kalil,26,2015,LT,Offense,MIN,3085989,3204655,6290644,0.042,NFC,NFC North,11,5,0,0.6875,1,365,302,63,0.448864,0.503906,Yes,No
7453,Louis Vasquez,28,2015,G,Offense,DEN,5000000,1250000,6250000,0.042,AFC,AFC West,12,4,0,0.75,1,355,296,59,0.479167,0.5,Yes,Yes
